,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
475,49,No,Travel_Rarely,1245,Research & Development,18.0,4,Life Sciences,4,Male,58.0,2,5,Research Director,3,Divorced,17727.699999999993,1,Yes,17.0,3,3,1,28,5,3,20,9,0,9
476,24,No,Travel_Rarely,691,Research & Development,23.0,3,Medical,2,Male,89.0,4,1,Research Scientist,4,Married,2725.0,1,Yes,11.0,3,2,2,6,3,3,6,5,1,4
477,26,No,Travel_Rarely,703,Sales,28.0,2,Marketing,1,Male,66.0,3,2,Sales Executive,2,Married,6272.0,1,No,20.0,4,4,2,6,5,4,5,3,1,4
478,24,No,Travel_Rarely,823,Research & Development,17.0,2,Other,4,Male,94.0,2,1,Laboratory Technician,2,Married,2127.0,1,No,21.0,4,4,1,1,2,3,1,0,0,0
479,50,No,Travel_Frequently,1246,Human Resources,3.0,3,Medical,1,Male,99.0,3,5,Manager,2,Married,17727.699999999993,1,No,11.0,3,3,1,28,2,3,20,5,9,7
480,25,No,Travel_Rarely,622,Sales,13.0,1,Medical,2,Male,40.0,3,1,Sales Representative,3,Married,2097.9,1,No,11.0,3,3,0,7,1,3,7,4,0,6
481,24,Yes,Travel_Frequently,1287,Research & Development,7.0,3,Life Sciences,1,Female,55.0,3,1,Laboratory Technician,3,Married,2886.0,1,Yes,16.0,3,4,1,6,4,3,6,3,1,2
482,30,Yes,Travel_Frequently,448,Sales,12.0,4,Life Sciences,2,Male,74.0,2,1,Sales Representative,1,Married,2097.9,1,No,18.0,3,3,1,1,2,4,1,0,0,0
483,34,No,Travel_Rarely,254,Research & Development,1.0,2,Life Sciences,2,Male,83.0,2,1,Research Scientist,4,Married,3622.0,1,Yes,13.0,3,4,1,6,3,3,6,5,1,3
484,31,Yes,Travel_Rarely,1365,Sales,13.0,4,Medical,2,Male,46.0,3,2,Sales Executive,1,Divorced,4233.0,2,No,17.0,3,3,0,9,2,1,3,1,1,2
485,35,No,Travel_Rarely,538,Research & Development,25.0,2,Other,1,Male,54.0,2,2,Laboratory Technician,4,Single,3681.0,4,No,14.0,3,4,0,9,3,3,3,2,0,2
486,31,No,Travel_Rarely,525,Sales,6.0,4,Medical,1,Male,66.0,4,2,Sales Executive,4,Divorced,5460.0,4,No,22.0,4,4,2,13,4,4,7,7,5,7
487,27,No,Travel_Rarely,798,Research & Development,6.0,4,Medical,1,Female,66.0,2,1,Research Scientist,3,Divorced,2187.0,0,No,12.0,3,3,2,6,5,2,5,3,0,3
488,37,No,Travel_Rarely,558,Sales,2.0,3,Marketing,4,Male,75.0,3,2,Sales Executive,3,Married,9602.0,4,Yes,11.0,3,3,1,17,3,2,3,0,1,0
489,20,No,Travel_Rarely,959,Research & Development,1.0,3,Life Sciences,4,Female,83.0,2,1,Research Scientist,2,Single,2836.0,1,No,13.0,3,4,0,1,1,4,1,0,0,0
490,42,No,Travel_Rarely,622,Research & Development,2.0,4,Life Sciences,3,Female,81.0,3,2,Healthcare Representative,4,Married,4089.0,1,No,13.0,3,2,2,10,4,3,10,2,2,2
491,43,No,Travel_Rarely,782,Research & Development,6.0,4,Other,2,Male,50.0,2,4,Research Director,4,Divorced,16627.0,4,Yes,14.0,3,3,1,21,3,2,1,0,0,0
492,38,No,Travel_Rarely,362,Research & Development,1.0,1,Life Sciences,3,Female,43.0,3,1,Research Scientist,1,Single,2619.0,3,No,17.0,3,4,0,8,3,2,1,0,0,0
493,43,No,Travel_Frequently,1001,Research & Development,9.0,5,Medical,4,Male,72.0,3,2,Laboratory Technician,3,Divorced,5679.0,3,Yes,13.0,3,2,1,10,3,3,8,7,4,7
494,48,No,Travel_Rarely,1236,Research & Development,1.0,4,Life Sciences,4,Female,40.0,2,4,Manager,1,Married,15402.0,7,No,11.0,3,1,1,21,3,1,3,2,0,2
495,44,No,Travel_Rarely,1112,Human Resources,1.0,4,Life Sciences,1,Female,50.0,2,2,Human Resources,3,Single,5985.0,4,No,11.0,3,2,0,10,1,4,2,2,0,2
496,34,No,Travel_Rarely,204,Sales,14.0,3,Technical Degree,3,Female,31.0,3,1,Sales Representative,3,Divorced,2579.0,1,Yes,18.0,3,4,2,8,3,3,8,2,0,6
497,27,Yes,Travel_Rarely,1420,Sales,2.0,1,Marketing,3,Male,85.0,3,1,Sales Representative,1,Divorced,3041.0,0,No,11.0,3,2,1,5,3,3,4,3,0,2
498,21,No,Travel_Rarely,1343,Sales,22.0,1,Technical Degree,3,Male,49.0,3,1,Sales Representative,3,Single,3447.0,1,No,11.0,3,3,0,3,2,3,3,2,1,2
499,44,No,Travel_Rarely,1315,Research & Development,3.0,4,Other,4,Male,35.0,3,5,Manager,4,Married,17727.699999999993,4,Yes,12.0,3,1,1,26,2,4,2,2,0,1
500,22,No,Travel_Rarely,604,Research & Development,6.0,1,Medical,1,Male,69.0,3,1,Research Scientist,3,Married,2773.0,0,No,20.0,4,4,0,3,3,3,2,2,2,2
501,33,No,Travel_Rarely,1216,Sales,8.0,4,Marketing,3,Male,39.0,3,2,Sales Executive,3,Divorced,7104.0,0,No,12.0,3,4,0,6,3,3,5,0,1,2
502,32,No,Travel_Rarely,646,Research & Development,9.0,4,Life Sciences,1,Female,92.0,3,2,Research Scientist,4,Married,6322.0,1,Yes,12.0,3,4,1,6,2,2,6,4,0,5
503,30,No,Travel_Frequently,160,Research & Development,3.0,3,Medical,3,Female,71.0,3,1,Research Scientist,3,Divorced,2097.9,1,No,20.0,4,3,1,1,2,3,1,0,0,0
505,53,No,Travel_Rarely,238,Sales,1.0,1,Medical,4,Female,34.0,3,2,Sales Executive,1,Single,8381.0,7,No,20.0,4,4,0,18,2,4,14,7,8,10
506,34,No,Travel_Rarely,1397,Research & Development,1.0,5,Life Sciences,2,Male,42.0,3,1,Research Scientist,4,Married,2691.0,1,No,12.0,3,4,1,10,4,2,10,9,8,8
507,45,Yes,Travel_Frequently,306,Sales,26.0,4,Life Sciences,1,Female,100.0,3,2,Sales Executive,1,Married,4286.0,2,No,14.0,3,4,2,5,4,3,1,1,0,0
508,26,No,Travel_Rarely,991,Research & Development,6.0,3,Life Sciences,3,Female,71.0,3,1,Laboratory Technician,4,Married,2659.0,1,Yes,13.0,3,3,1,3,2,3,3,2,0,2
509,37,No,Travel_Rarely,482,Research & Development,3.0,3,Other,3,Male,36.0,3,3,Manufacturing Director,3,Married,9434.0,1,No,15.0,3,3,1,10,2,3,10,7,7,8
510,29,No,Travel_Rarely,1176,Sales,3.0,2,Medical,2,Female,62.0,3,2,Sales Executive,3,Married,5561.0,1,No,14.0,3,1,1,6,5,2,6,0,1,2
511,35,No,Travel_Rarely,1017,Research & Development,6.0,4,Life Sciences,2,Male,82.0,1,2,Research Scientist,4,Single,6646.0,1,No,13.0,3,2,0,17,3,3,17,11,9,8
512,33,No,Travel_Frequently,1296,Research & Development,6.0,3,Life Sciences,3,Male,30.0,3,2,Healthcare Representative,4,Divorced,7725.0,3,No,23.0,4,3,1,15,2,1,13,11,4,7
513,54,No,Travel_Rarely,397,Human Resources,19.0,4,Medical,3,Male,88.0,3,3,Human Resources,2,Married,10725.0,2,No,15.0,3,3,1,16,1,4,9,7,7,1
514,36,No,Travel_Rarely,913,Research & Development,9.0,2,Medical,2,Male,48.0,2,2,Manufacturing Director,2,Divorced,8847.0,2,Yes,11.0,3,3,1,13,2,3,3,2,0,2
515,27,No,Travel_Rarely,1115,Research & Development,3.0,4,Medical,1,Male,54.0,2,1,Research Scientist,4,Single,2097.9,0,No,13.0,3,4,0,5,1,3,4,2,1,1
516,20,Yes,Travel_Rarely,1362,Research & Development,10.0,1,Medical,4,Male,32.0,3,1,Research Scientist,3,Single,2097.9,1,Yes,11.0,3,4,0,1,5,3,1,0,1,1
517,33,Yes,Travel_Frequently,1076,Research & Development,3.0,3,Life Sciences,1,Male,70.0,3,1,Research Scientist,1,Single,3348.0,1,Yes,11.0,3,1,0,10,3,3,10,8,9,7
518,35,No,Non-Travel,727,Research & Development,3.0,3,Life Sciences,3,Male,41.0,2,1,Laboratory Technician,3,Married,2097.9,1,No,18.0,3,3,2,1,3,3,1,0,0,0
519,23,No,Travel_Rarely,885,Research & Development,4.0,3,Medical,1,Male,58.0,4,1,Research Scientist,1,Married,2819.0,2,No,16.0,3,1,1,5,3,4,3,2,0,2
520,25,No,Travel_Rarely,810,Sales,8.0,3,Life Sciences,4,Male,57.0,4,2,Sales Executive,2,Married,4851.0,0,No,22.0,4,3,1,4,4,3,3,2,1,2
521,38,No,Travel_Rarely,243,Sales,7.0,4,Marketing,4,Female,46.0,2,2,Sales Executive,4,Single,4028.0,0,No,20.0,4,1,0,8,2,3,7,7,0,5
522,29,No,Travel_Frequently,806,Research & Development,1.0,4,Life Sciences,2,Male,76.0,1,1,Research Scientist,4,Divorced,2720.0,1,No,18.0,3,4,1,10,5,3,10,7,2,8
523,48,No,Travel_Rarely,817,Sales,2.0,1,Marketing,2,Male,56.0,4,2,Sales Executive,2,Married,8120.0,3,No,12.0,3,4,0,12,3,3,2,2,2,2
524,27,No,Travel_Frequently,1410,Sales,3.0,1,Medical,4,Female,71.0,4,2,Sales Executive,4,Divorced,4647.0,1,Yes,20.0,4,2,2,6,3,3,6,5,0,4
525,37,No,Travel_Rarely,1225,Research & Development,10.0,2,Life Sciences,4,Male,80.0,4,1,Research Scientist,4,Single,4680.0,3,No,17.0,3,1,0,4,2,3,1,0,0,0
526,50,No,Travel_Rarely,1207,Research & Development,28.0,1,Medical,4,Male,74.0,4,1,Laboratory Technician,3,Married,3221.0,1,Yes,11.0,3,3,3,20,3,3,20,8,3,8
527,34,No,Travel_Rarely,1442,Research & Development,9.0,3,Medical,4,Female,46.0,2,3,Healthcare Representative,2,Single,8621.0,1,No,14.0,3,2,0,9,3,4,8,7,7,7
528,24,Yes,Travel_Rarely,693,Sales,3.0,2,Life Sciences,1,Female,65.0,3,2,Sales Executive,3,Single,4577.0,9,No,14.0,3,1,0,4,3,3,2,2,2,0
529,39,No,Travel_Rarely,408,Research & Development,2.0,4,Technical Degree,4,Female,80.0,2,2,Healthcare Representative,3,Single,4553.0,1,No,11.0,3,1,0,20,4,3,20,7,9,10
530,32,No,Travel_Rarely,929,Sales,10.0,3,Marketing,4,Male,55.0,3,2,Sales Executive,4,Single,5396.0,1,No,12.0,3,4,0,10,2,2,10,7,0,8
531,50,Yes,Travel_Frequently,562,Sales,8.0,2,Technical Degree,2,Male,50.0,3,2,Sales Executive,3,Married,6796.0,3,Yes,14.0,3,1,1,18,4,3,4,3,1,3
532,38,No,Travel_Rarely,827,Research & Development,1.0,4,Life Sciences,2,Female,33.0,4,2,Healthcare Representative,4,Single,7625.0,0,No,13.0,3,3,0,10,4,2,9,7,1,8
533,27,No,Travel_Rarely,608,Research & Development,1.0,2,Life Sciences,3,Female,68.0,3,3,Manufacturing Director,1,Married,7412.0,1,No,11.0,3,4,0,9,3,3,9,7,0,7
534,32,No,Travel_Rarely,1018,Research & Development,3.0,2,Life Sciences,3,Female,39.0,3,3,Research Director,4,Single,11159.0,3,No,15.0,3,4,0,10,5,3,7,7,7,7
535,47,No,Travel_Rarely,703,Sales,14.0,4,Marketing,4,Male,42.0,3,2,Sales Executive,1,Single,4960.0,2,No,12.0,3,4,0,20,2,3,7,7,1,7
536,40,No,Travel_Frequently,580,Sales,5.0,4,Life Sciences,4,Male,48.0,2,3,Sales Executive,1,Married,10475.0,5,Yes,21.0,4,3,1,20,2,3,18,11,1,10
537,53,No,Travel_Rarely,970,Research & Development,7.0,3,Life Sciences,3,Male,59.0,4,4,Research Director,3,Married,14814.0,3,No,19.0,3,3,0,28,3,3,5,1,1,3
538,41,No,Travel_Rarely,427,Human Resources,10.0,4,Human Resources,2,Male,73.0,2,5,Manager,4,Divorced,17727.699999999993,3,No,15.0,3,2,3,23,2,2,20,6,9,6
539,60,No,Travel_Rarely,1179,Sales,16.0,4,Marketing,1,Male,84.0,3,2,Sales Executive,1,Single,5405.0,8,No,14.0,3,4,0,10,1,3,2,2,2,2
540,27,No,Travel_Frequently,294,Research & Development,10.0,2,Life Sciences,4,Male,32.0,3,3,Manufacturing Director,1,Divorced,8793.0,1,No,21.0,4,3,2,9,4,2,9,7,1,7
541,41,No,Travel_Rarely,314,Human Resources,1.0,3,Human Resources,4,Male,59.0,2,5,Manager,3,Married,17727.699999999993,1,No,12.0,3,2,1,22,3,3,20,7,2,10
542,50,No,Travel_Rarely,316,Sales,8.0,4,Marketing,4,Male,54.0,3,1,Sales Representative,2,Married,3875.0,7,No,15.0,3,4,1,4,2,3,2,2,2,2
543,28,Yes,Travel_Rarely,654,Research & Development,1.0,2,Life Sciences,1,Female,67.0,1,1,Research Scientist,2,Single,2216.0,7,Yes,13.0,3,4,0,10,4,3,7,7,3,7
544,36,No,Non-Travel,427,Research & Development,8.0,3,Life Sciences,1,Female,63.0,4,3,Research Director,1,Married,11713.0,9,No,14.0,3,1,1,10,2,3,8,7,0,5
545,38,No,Travel_Rarely,168,Research & Development,1.0,3,Life Sciences,3,Female,81.0,3,3,Manufacturing Director,3,Single,7861.0,4,Yes,14.0,3,4,0,10,4,4,1,0,0,0
546,44,No,Non-Travel,381,Research & Development,24.0,3,Medical,1,Male,49.0,1,1,Laboratory Technician,3,Single,3708.0,2,No,14.0,3,3,0,9,5,3,5,2,1,4
547,47,No,Travel_Frequently,217,Sales,3.0,3,Medical,4,Female,49.0,3,4,Sales Executive,3,Divorced,13770.0,9,Yes,12.0,3,4,2,28,2,2,20,2,9,10
548,30,No,Travel_Rarely,501,Sales,27.0,5,Marketing,3,Male,99.0,3,2,Sales Executive,4,Divorced,5304.0,7,No,23.0,4,4,1,10,2,2,8,7,7,7
549,29,No,Travel_Rarely,1396,Sales,10.0,3,Life Sciences,3,Male,99.0,3,1,Sales Representative,3,Single,2642.0,1,No,11.0,3,3,0,1,5,3,1,0,0,0
550,42,Yes,Travel_Frequently,933,Research & Development,19.0,3,Medical,3,Male,57.0,4,1,Research Scientist,3,Divorced,2759.0,6,Yes,12.0,3,4,0,7,2,3,2,2,2,2
551,43,No,Travel_Frequently,775,Sales,15.0,3,Life Sciences,4,Male,47.0,2,2,Sales Executive,4,Married,6804.0,3,No,18.0,3,3,1,7,5,3,2,2,2,2
552,34,No,Travel_Rarely,970,Research & Development,8.0,2,Medical,2,Female,96.0,3,2,Healthcare Representative,3,Single,6142.0,3,No,11.0,3,4,0,10,2,3,5,1,4,3
553,23,No,Travel_Rarely,650,Research & Development,9.0,1,Medical,2,Male,37.0,3,1,Laboratory Technician,1,Married,2500.0,1,No,14.0,3,4,1,5,2,4,4,3,0,2
554,39,No,Travel_Rarely,141,Human Resources,3.0,3,Human Resources,3,Female,44.0,4,2,Human Resources,2,Married,6389.0,9,No,15.0,3,3,1,12,3,1,8,3,3,6
555,56,No,Travel_Rarely,832,Research & Development,9.0,3,Medical,3,Male,81.0,3,4,Healthcare Representative,4,Married,11103.0,7,No,11.0,3,3,0,28,1,2,10,7,1,1
556,40,No,Travel_Rarely,804,Research & Development,2.0,1,Medical,4,Female,86.0,2,1,Research Scientist,4,Single,2342.0,0,Yes,20.0,4,4,0,5,2,2,4,2,2,3
557,27,No,Travel_Rarely,975,Research & Development,7.0,3,Medical,4,Female,55.0,2,2,Healthcare Representative,1,Single,6811.0,8,No,19.0,3,1,0,9,2,1,7,6,0,7
558,29,No,Travel_Rarely,1090,Sales,10.0,3,Marketing,4,Male,83.0,3,1,Sales Representative,2,Divorced,2297.0,1,No,14.0,3,4,2,2,2,3,2,2,2,2
559,53,No,Travel_Rarely,346,Research & Development,6.0,3,Life Sciences,4,Male,86.0,3,2,Laboratory Technician,4,Single,2450.0,2,No,17.0,3,4,0,19,4,3,2,2,2,2
560,35,No,Non-Travel,1225,Research & Development,2.0,4,Life Sciences,4,Female,61.0,3,2,Healthcare Representative,1,Divorced,5093.0,2,No,11.0,3,1,1,16,2,4,1,0,0,0
561,32,No,Travel_Frequently,430,Research & Development,24.0,4,Life Sciences,1,Male,80.0,3,2,Laboratory Technician,4,Married,5309.0,1,No,15.0,3,4,2,10,2,3,10,8,4,7
562,38,No,Travel_Rarely,268,Research & Development,2.0,5,Medical,4,Male,92.0,3,1,Research Scientist,3,Married,3057.0,6,Yes,13.0,3,2,1,6,1,1,1,0,0,1
563,34,No,Travel_Rarely,167,Research & Development,8.0,5,Life Sciences,2,Female,32.0,3,2,Manufacturing Director,1,Divorced,5121.0,3,No,14.0,3,3,1,7,3,3,1,0,0,0
564,52,No,Travel_Rarely,621,Sales,3.0,4,Marketing,3,Male,31.0,2,4,Manager,1,Married,16856.0,1,No,11.0,3,1,0,28,3,4,20,6,1,10
565,33,Yes,Travel_Rarely,527,Research & Development,1.0,4,Other,4,Male,63.0,3,1,Research Scientist,4,Single,2686.0,1,Yes,13.0,3,3,0,10,2,2,10,9,7,8
566,25,No,Travel_Rarely,883,Sales,26.0,1,Medical,3,Female,32.0,3,2,Sales Executive,4,Single,6180.0,1,No,23.0,4,2,0,6,5,2,6,5,1,3
567,45,No,Travel_Rarely,954,Sales,2.0,2,Technical Degree,2,Male,46.0,1,2,Sales Representative,3,Single,6632.0,0,No,13.0,3,1,0,9,3,3,8,7,3,1
568,23,No,Travel_Rarely,310,Research & Development,10.0,1,Medical,1,Male,79.0,4,1,Research Scientist,3,Single,3505.0,1,No,18.0,3,4,0,2,3,3,2,2,0,2
569,47,Yes,Travel_Frequently,719,Sales,27.0,2,Life Sciences,2,Female,77.0,4,2,Sales Executive,3,Single,6397.0,2,Yes,12.0,3,4,0,8,2,3,5,4,1,3
570,34,No,Travel_Rarely,304,Sales,2.0,3,Other,4,Male,60.0,3,2,Sales Executive,4,Single,6274.0,1,No,22.0,4,3,0,6,5,3,6,5,1,4
571,55,Yes,Travel_Rarely,725,Research & Development,2.0,3,Medical,4,Male,78.0,3,5,Manager,1,Married,4936.0,5,Yes,13.0,3,4,1,24,2,3,5,2,1,4
572,36,No,Non-Travel,1434,Sales,8.0,4,Life Sciences,1,Male,76.0,2,3,Sales Executive,1,Single,7587.0,1,No,15.0,3,2,0,10,1,3,10,7,0,9
573,52,No,Non-Travel,715,Research & Development,19.0,4,Medical,4,Male,41.0,3,1,Research Scientist,4,Married,4258.0,0,No,18.0,3,1,1,5,3,3,4,3,1,2
574,26,No,Travel_Frequently,575,Research & Development,1.0,2,Life Sciences,1,Female,71.0,1,1,Laboratory Technician,4,Divorced,4364.0,3,No,14.0,3,1,1,5,2,3,2,2,2,0
575,29,No,Travel_Rarely,657,Research & Development,27.0,3,Medical,2,Female,66.0,3,2,Healthcare Representative,3,Married,4335.0,4,No,12.0,3,1,1,11,3,2,8,7,1,1
576,26,Yes,Travel_Rarely,1146,Sales,8.0,3,Technical Degree,4,Male,38.0,2,2,Sales Executive,1,Single,5326.0,6,No,17.0,3,3,0,6,2,2,4,3,1,2
577,34,No,Travel_Rarely,182,Research & Development,1.0,4,Life Sciences,2,Female,72.0,4,1,Research Scientist,4,Single,3280.0,2,No,16.0,3,3,0,10,2,3,4,2,1,3
578,54,No,Travel_Rarely,376,Research & Development,19.0,4,Medical,4,Female,95.0,3,2,Manufacturing Director,1,Divorced,5485.0,9,Yes,11.0,3,2,2,9,4,3,5,3,1,4
579,27,No,Travel_Frequently,829,Sales,8.0,1,Marketing,3,Male,84.0,3,2,Sales Executive,4,Married,4342.0,0,No,19.0,3,2,1,5,3,3,4,2,1,1
580,37,No,Travel_Rarely,571,Research & Development,10.0,1,Life Sciences,4,Female,82.0,3,1,Research Scientist,1,Divorced,2782.0,0,Yes,13.0,3,2,2,6,3,2,5,3,4,3
581,38,No,Travel_Frequently,240,Research & Development,2.0,4,Life Sciences,1,Female,75.0,4,2,Manufacturing Director,1,Single,5980.0,6,Yes,12.0,3,4,0,17,2,3,15,7,4,10
582,34,No,Travel_Rarely,121,Research & Development,2.0,4,Medical,3,Female,86.0,2,1,Research Scientist,1,Single,4381.0,1,No,11.0,3,3,0,6,3,3,6,5,1,3
583,35,No,Travel_Rarely,384,Sales,8.0,4,Life Sciences,1,Female,72.0,3,1,Sales Representative,4,Married,2572.0,1,No,16.0,3,2,1,3,1,2,3,2,0,2
584,30,No,Travel_Rarely,921,Research & Development,1.0,3,Life Sciences,4,Male,38.0,1,1,Laboratory Technician,3,Married,3833.0,3,No,21.0,4,3,2,7,2,3,2,2,0,2
585,40,No,Travel_Frequently,791,Research & Development,2.0,2,Medical,3,Female,38.0,4,2,Healthcare Representative,2,Married,4244.0,1,No,24.0,4,4,1,8,2,3,8,7,3,7
586,34,No,Travel_Rarely,1111,Sales,8.0,2,Life Sciences,3,Female,93.0,3,2,Sales Executive,1,Married,6500.0,5,No,17.0,3,2,1,6,1,3,3,2,1,2
587,42,No,Travel_Frequently,570,Research & Development,8.0,3,Life Sciences,2,Male,66.0,3,5,Manager,4,Divorced,17727.699999999993,1,No,13.0,3,2,1,24,4,2,20,7,9,9
588,23,Yes,Travel_Rarely,1243,Research & Development,6.0,3,Life Sciences,3,Male,63.0,4,1,Laboratory Technician,1,Married,2097.9,1,Yes,21.0,4,3,2,1,2,3,1,0,0,0
589,24,No,Non-Travel,1092,Research & Development,9.0,3,Life Sciences,3,Male,60.0,2,1,Laboratory Technician,2,Divorced,2694.0,1,No,11.0,3,3,3,1,4,3,1,0,0,0
590,52,No,Travel_Rarely,1325,Research & Development,11.0,4,Life Sciences,4,Female,82.0,3,2,Laboratory Technician,3,Married,3149.0,8,No,20.0,4,2,1,9,3,3,5,2,1,4
591,50,No,Travel_Rarely,691,Research & Development,2.0,3,Medical,3,Male,64.0,3,4,Research Director,3,Married,17639.0,5,No,16.0,3,4,0,28,3,3,4,3,0,3
592,29,Yes,Travel_Rarely,805,Research & Development,1.0,2,Life Sciences,2,Female,36.0,2,1,Laboratory Technician,1,Married,2319.0,1,Yes,11.0,3,4,1,1,1,3,1,0,0,0
593,33,No,Travel_Rarely,213,Research & Development,7.0,3,Medical,3,Male,49.0,3,3,Research Director,3,Married,11691.0,0,No,11.0,3,4,0,14,3,4,13,9,3,7
594,33,Yes,Travel_Rarely,118,Sales,16.0,3,Marketing,1,Female,69.0,3,2,Sales Executive,1,Single,5324.0,5,No,15.0,3,3,0,6,3,3,3,2,0,2
595,47,No,Travel_Rarely,202,Research & Development,2.0,2,Other,3,Female,33.0,3,4,Manager,4,Married,16752.0,1,Yes,11.0,3,3,1,26,3,2,20,11,3,0
596,36,No,Travel_Rarely,676,Research & Development,1.0,3,Other,3,Female,35.0,3,2,Manufacturing Director,2,Married,5228.0,0,No,15.0,3,1,1,10,2,3,9,7,0,5
597,29,No,Travel_Rarely,1252,Research & Development,23.0,2,Life Sciences,3,Male,81.0,4,1,Research Scientist,3,Married,2700.0,1,No,24.0,4,3,1,10,3,3,10,7,0,7
598,58,Yes,Travel_Rarely,286,Research & Development,2.0,4,Life Sciences,4,Male,31.0,3,5,Research Director,2,Single,17727.699999999993,7,Yes,12.0,3,4,0,28,2,3,20,11,9,8
599,35,No,Travel_Rarely,1258,Research & Development,1.0,4,Life Sciences,4,Female,40.0,4,1,Research Scientist,3,Single,2506.0,3,No,13.0,3,3,0,7,1,3,2,2,2,2
600,42,No,Travel_Rarely,932,Research & Development,1.0,2,Life Sciences,4,Female,43.0,2,2,Manufacturing Director,4,Married,6062.0,9,Yes,13.0,3,4,1,8,4,3,4,3,0,2
601,28,Yes,Travel_Rarely,890,Research & Development,2.0,4,Medical,3,Male,46.0,3,1,Research Scientist,3,Single,4382.0,6,No,17.0,3,4,0,5,3,2,2,2,2,1
602,36,No,Travel_Rarely,1041,Human Resources,13.0,3,Human Resources,3,Male,36.0,3,1,Human Resources,2,Married,2143.0,4,No,13.0,3,2,1,8,2,3,5,2,0,4
603,32,No,Travel_Rarely,859,Research & Development,4.0,3,Life Sciences,3,Female,98.0,2,2,Manufacturing Director,3,Married,6162.0,1,No,12.0,3,3,1,14,3,3,14,11,6,8
604,40,No,Travel_Frequently,720,Research & Development,16.0,4,Medical,1,Male,51.0,2,2,Laboratory Technician,3,Single,5094.0,6,No,14.0,3,4,0,10,5,3,1,0,0,0
605,30,No,Travel_Rarely,946,Research & Development,2.0,3,Medical,3,Female,52.0,2,2,Manufacturing Director,4,Single,6877.0,5,Yes,24.0,4,2,0,12,4,2,1,0,0,0
606,45,No,Travel_Rarely,252,Research & Development,2.0,3,Life Sciences,2,Female,95.0,2,1,Research Scientist,3,Single,2274.0,1,No,14.0,3,4,0,1,3,3,1,0,0,0
607,42,No,Travel_Rarely,933,Research & Development,29.0,3,Life Sciences,2,Male,98.0,3,2,Manufacturing Director,2,Married,4434.0,1,No,13.0,3,4,1,10,3,2,9,8,7,8
608,38,No,Travel_Frequently,471,Research & Development,12.0,3,Life Sciences,1,Male,45.0,2,2,Healthcare Representative,1,Divorced,6288.0,2,No,15.0,3,3,1,13,3,2,4,3,1,2
609,34,No,Travel_Frequently,702,Research & Development,16.0,4,Life Sciences,3,Female,100.0,2,1,Research Scientist,4,Single,2553.0,1,No,16.0,3,3,0,6,3,3,5,2,1,3
610,49,Yes,Travel_Rarely,1184,Sales,11.0,3,Marketing,3,Female,43.0,3,3,Sales Executive,4,Married,7654.0,1,No,18.0,3,1,2,9,3,4,9,8,7,7
611,55,Yes,Travel_Rarely,436,Sales,2.0,1,Medical,3,Male,37.0,3,2,Sales Executive,4,Single,5160.0,4,No,16.0,3,3,0,12,3,2,9,7,7,3
612,43,No,Travel_Rarely,589,Research & Development,14.0,2,Life Sciences,2,Male,94.0,3,4,Research Director,1,Married,17159.0,6,No,24.0,4,3,1,22,3,3,4,1,1,0
613,27,No,Travel_Rarely,269,Research & Development,5.0,1,Technical Degree,3,Male,42.0,2,3,Research Director,4,Divorced,12808.0,1,Yes,16.0,3,2,1,9,3,3,9,8,0,8
614,35,No,Travel_Rarely,950,Research & Development,7.0,3,Other,3,Male,59.0,3,3,Manufacturing Director,3,Single,10221.0,3,No,21.0,4,2,0,17,3,4,8,5,1,6
615,28,No,Travel_Rarely,760,Sales,2.0,4,Marketing,2,Female,81.0,3,2,Sales Executive,2,Married,4779.0,1,Yes,20.0,4,1,0,8,2,3,8,7,7,5
616,34,No,Travel_Rarely,829,Human Resources,3.0,2,Human Resources,3,Male,88.0,3,1,Human Resources,4,Married,3737.0,0,No,19.0,3,3,1,4,1,1,3,2,0,2
617,26,Yes,Travel_Frequently,887,Research & Development,5.0,2,Medical,3,Female,88.0,2,1,Research Scientist,3,Married,2366.0,1,Yes,14.0,3,1,1,8,2,3,8,7,1,7
618,27,No,Non-Travel,443,Research & Development,3.0,3,Medical,4,Male,50.0,3,1,Research Scientist,4,Married,2097.9,1,No,11.0,3,3,3,1,5,2,1,0,0,0
619,51,No,Travel_Rarely,1318,Sales,26.0,4,Marketing,1,Female,66.0,3,4,Manager,3,Married,16307.0,2,No,14.0,3,3,1,28,2,2,20,6,4,10
620,44,No,Travel_Rarely,625,Research & Development,4.0,3,Medical,4,Male,50.0,3,2,Healthcare Representative,2,Single,5933.0,9,No,12.0,3,4,0,10,2,2,5,2,2,3
621,25,No,Travel_Rarely,180,Research & Development,2.0,1,Medical,1,Male,65.0,4,1,Research Scientist,1,Single,3424.0,7,No,13.0,3,3,0,6,3,2,4,3,0,1
